"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Profession"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","RB - Research Base (KI)","SCS2-04-05","HEO-B","23570","32866","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","RB - Research Base (KI)","SCS2-04-05","HEO-D","25152","33027","Policy Adviser","5.58","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UK SA - UK Space Agency (KI)","SCS3-04","EO-B","18763","27023","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UK SA - UK Space Agency (KI)","SCS3-04","G7-D","43129","55882","Senior Policy Adviser","3.62","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","UK SA - UK Space Agency (KI)","SCS3-04","HEO-D","25152","33027","Policy Adviser","2","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS2-05-01","AO-B","16325","21869","Communications Support Officer","3.78","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS2-05-01","EO-B","18763","27023","Communications Manager","2","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS2-05-01","EO-B","18763","27023","Executive Assistant","1","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS2-05-01","EO-D","20133","27281","Correspondence Manager","0.81","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS2-05-01","G7-B","40686","55562","Senior Operational Manager","1","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS2-05-01","G7-D","43129","55882","Senior Operational Manager","1","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS2-05-01","HEO-D","25152","33027","Communications Manager","1","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS2-05-01","IntMan","0","0","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS2-05-01","SEO-B","28741","40701","Communications Manager","1","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","COM - Communications","SCS2-05-01","SEO-D","30885","40917","Communications Manager","1","Communications"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HR - Human Resources","SCS2-05-02","AO-B","16325","21869","HR Support Officer","5.12","Human Resources"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HR - Human Resources","SCS2-05-02","EA-D","16517","22126","HR Support Officer","1","Human Resources"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HR - Human Resources","SCS2-05-02","EO-B","18763","27023","HR Officer","2.92","Human Resources"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HR - Human Resources","SCS2-05-02","EO-D","20133","27281","HR Officer","1","Human Resources"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HR - Human Resources","SCS2-05-02","G6-B","50043","67313","Not In Post","0.33","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HR - Human Resources","SCS2-05-02","G6-B","50043","67313","HR Business Partner","4.89","Human Resources"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HR - Human Resources","SCS2-05-02","G6-B","50043","67313","Senior HR Manager","1.89","Human Resources"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HR - Human Resources","SCS2-05-02","G6-B","50043","67313","Senior Policy Adviser","0.59","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HR - Human Resources","SCS2-05-02","G6-D","52215","67714","HR Business Partner","1","Human Resources"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HR - Human Resources","SCS2-05-02","G7-B","40686","55562","Senior HR Manager","7.32","Human Resources"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HR - Human Resources","SCS2-05-02","G7-D","43129","55882","Not In Post","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HR - Human Resources","SCS2-05-02","HEO-B","23570","32866","HR Officer","2.86","Human Resources"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HR - Human Resources","SCS2-05-02","IntMan","0","0","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","HR - Human Resources","SCS2-05-02","SEO-B","28741","40701","HR Officer","3","Human Resources"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ICD - Innovation Capability Directorate","SCS2-05-03","EA-D","16517","22126","Team Support","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ICD - Innovation Capability Directorate","SCS2-05-03","EO-B","18763","27023","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ICD - Innovation Capability Directorate","SCS2-05-03","G6-B","50043","67313","Senior Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ICD - Innovation Capability Directorate","SCS2-05-03","G6-D","52215","67714","Senior Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ICD - Innovation Capability Directorate","SCS2-05-03","G7-B","40686","55562","Senior Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ICD - Innovation Capability Directorate","SCS2-05-03","G7-D","43129","55882","Senior Policy Adviser","3.72","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ICD - Innovation Capability Directorate","SCS2-05-03","G7-D","43129","55882","Senior Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ICD - Innovation Capability Directorate","SCS2-05-03","HEO-B","23570","32866","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ICD - Innovation Capability Directorate","SCS2-05-03","HEO-D","25152","33027","Policy Adviser","2","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ICD - Innovation Capability Directorate","SCS2-05-03","SEO-D","30885","40917","Policy Adviser","2","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGA - Legal Services Directorate A","SCS2-05-04","AO-B","16325","21869","Admin and Secretarial Support","6","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGA - Legal Services Directorate A","SCS2-05-04","EO-B","18763","27023","Admin and Secretarial Support","1","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGA - Legal Services Directorate A","SCS2-05-04","G6-B","50043","67313","Senior Investigation Officer","1","Law"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGA - Legal Services Directorate A","SCS2-05-04","G7-B","40686","55562","Senior Investigation Officer","8","Law"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGA - Legal Services Directorate A","SCS2-05-04","HEO-B","23570","32866","Investigation Officer","47.12","Law"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGA - Legal Services Directorate A","SCS2-05-04","HEO-B","23570","32866","Admin and Secretarial Support","1","Operational Delivery"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGA - Legal Services Directorate A","SCS2-05-04","SEO-B","28741","40701","Investigation Officer","7","Law"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGB - Legal Services Directorate B","SCS2-05-05","EO-B","18763","27023","Legal Adviser","1","Law"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","LEGB - Legal Services Directorate B","SCS2-05-05","G7-B","40686","55562","Senior Legal Adviser","0.59","Law"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","BED - Business Environment Directorate (MF)","SCS2-06-01","EO-B","18763","27023","Policy Adviser","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","CCP - Consumer and Competition Policy (MF)","SCS2-06-02","EO-B","18763","27023","Policy Adviser","1.12","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ER - Employment Relations (MF)","SCS2-06-03","EO-B","18763","27023","Personal Assistant","1","Policy"
"Department for Business Innovation and Skills","Department for Business Innovation and Skills","ETID - Europe Trade and International Directorate (MF)","SCS2-06-04","EO-B","18763","27023","Policy Adviser","0.75","Policy"
