Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,HINCKLEY & BOSWORTH BC,5000153235,"3,340.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,HORSHAM DC,5000153236,"3,044.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,HOUNSLOW LB,5000153431,"1,402,285.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,HULL CITY COUNCIL,5000153442,"3,107,446.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,HUNTINGDONSHIRE DC,5000153237,"7,908.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,HYNDBURN BC,5000153432,"146,552.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,IPSWICH BC,5000153433,"5,277.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,ISLE OF WIGHT CNCL,5000153434,"1,083,749.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,ISLES OF SCILLY COUNCIL,5000153435,"26,067.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,ISLINGTON LB,5000153436,"3,030,884.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,KENT COUNTY CNCL,5000153440,"7,376,362.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,KETTERING BC,5000153441,"3,304.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,KINGS LYNN & WEST NORFOLK BC,5000153238,"16,138.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,KINGSTON UPON THAMES  (HSG),5000153239,"812,995.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,KIRKLEES COUNCIL (HSG),5000153240,"2,326,336.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,KNOWSLEY MBC,5000153445,"2,479,050.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,LANCASHIRE COUNTY CNCL,5000153449,"6,565,035.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,LANCASTER CITY CNCL,5000153241,"8,206.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,LEEDS CITY CNCL,5000153450,"5,781,374.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,LEICESTER CITY CNCL (HSG),5000153242,"3,233,440.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,LEICESTERSHIRE COUNTY CNCL,5000153452,"2,335,860.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,LEWES DC,5000153243,"3,318.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,LEWISHAM LB (HSG),5000153245,"2,810,585.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,LICHFIELD DC,5000153453,"2,974.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,LINCOLNSHIRE COUNTY CNCL,5000153455,"4,207,933.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,LIVERPOOL CITY COUNCIL,5000153457,"8,433,246.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,LONDON BOROUGH OF HACKNEY,5000153411,"4,072,357.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,LONDON BOROUGH OF LAMBETH,5000153448,"3,362,975.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,LONDON BOROUGH OF NEWHAM,5000153468,"3,547,582.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,LONDON BOROUGH OF REDBRIDGE,5000153495,"1,278,814.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,LUTON BC,5000153460,"1,176,293.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,MAIDSTONE BC,5000153247,"3,076.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,MALDON DC,5000153248,"2,896.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,MALVERN HILLS DC,5000153461,"2,924.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,MANCHESTER CITY CNCL (HSG),5000153249,"7,324,691.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,MANSFIELD DC,5000153462,"8,110.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,MEDWAY TOWNS D C (HSG),5000153250,"1,349,824.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,MELTON BC,5000153251,"3,218.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,MENDIP DISTRICT COUNCIL,5000153252,"7,779.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,MERSEYTRAVEL,5000153581,"104,753.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,MERTON LB,5000153463,"842,549.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,MID DEVON DC,5000153253,"3,275.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,MID SUFFOLK DC,5000153254,"3,314.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,MID SUSSEX DC,5000153255,"3,046.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,MIDDLESBROUGH BC,5000153464,"1,936,149.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,MILTON KEYNES BC,5000153465,"1,197,810.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,MOLE VALLEY DC,5000153256,"2,938.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,NEW FOREST DC,5000153257,"3,495.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,NEWARK & SHERWOOD DC (HSG),5000153258,"3,357.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,NEWCASTLE UNDER LYME BC,5000153466,"7,813.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,NEWCASTLE UPON TYNE DC,5000153467,"3,178,943.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,NORFOLK COUNTY COUNCIL,5000153469,"4,254,836.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,NORTH DEVON DC,5000153259,"27,545.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,NORTH DORSET DC,5000153260,"2,908.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,NORTH EAST DERBYSHIRE DC,5000153470,"3,326.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,NORTH EAST LINCOLN DC (HSG),5000153262,"1,816,067.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,NORTH HERTS DC (HOUSING) (HSG),5000153263,"3,029.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,NORTH KESTEVEN DC,5000153471,"3,338.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,NORTH LINCOLNSHIRE DC (HSG),5000153264,"995,994.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,NORTH NORFOLK DC,5000153265,"2,983.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,NORTH SOMERSET DC,5000153472,"1,287,204.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,NORTH TYNESIDE MBC,5000153473,"1,407,401.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,NORTH WARWICKSHIRE BC,5000153266,"3,248.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,NORTH WEST LEICESTER DC,5000153267,"3,308.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,NORTH YORKSHIRE CC (DL7 8AL),5000153474,"3,397,564.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,NORTHAMPTON BOROUGH COUNCIL,5000153475,"23,016.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,NORTHAMPTONSHIRE COUNTY COUNCIL,5000153476,"3,287,488.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,NORTHUMBERLAND COUNTY COUNCIL,5000153587,"2,379,699.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,NORWICH CITY CNCL,5000153477,"118,506.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,NOTTINGHAM CITY COUNCIL,5000153479,"4,284,174.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,NOTTINGHAMSHIRE COUNTY CNCL,5000153480,"4,378,603.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,NUNEATON & BEDWORTH BC,5000153481,"12,299.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,OADBY & WIGSTON BC (HSG),5000153268,"3,235.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,OLDHAM MBC,5000153482,"2,068,549.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,OXFORD CITY COUNCIL,5000153485,"19,708.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,OXFORDSHIRE CC,5000153486,"3,314,718.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,PENDLE BC,5000153487,"168,345.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,PETERBOROUGH CITY CNCL,5000153488,"1,166,244.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,PLYMOUTH CITY CNCL,5000153489,"1,681,772.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,POOLE BC (HSG),5000153269,"752,600.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,PORTSMOUTH CITY COUNCIL,5000153492,"1,410,879.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,PRESTON BC,5000153493,"264,121.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,PURBECK DC,5000153270,"2,860.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,READING BC,5000153494,"1,020,252.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,REDCAR & CLEVELAND BOROUGH COUNCIL,5000153497,"1,372,630.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,REDDITCH BC,5000153498,"8,065.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,REIGATE & BANSTEAD BC,5000153499,"3,047.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,RIBBLE VALLEY BC,5000153271,"2,888.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,RICHMOND UPON THAMES LB,5000153500,"722,274.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,RICHMONDSHIRE DC,5000153272,"3,223.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,ROCHDALE MBC,5000153501,"2,658,846.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,ROCHFORD DISTRICT COUNCIL,5000153504,"2,940.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,ROSSENDALE BC,5000153505,"20,112.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,ROTHER DC (HSG),5000153273,"2,954.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,ROTHERHAM MBC,5000153506,"1,688,976.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,ROYAL BOROUGH OF KENSINGTON & CHELS,5000153439,"1,572,278.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,RUGBY BC,5000153507,"3,310.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,RUNNYMEDE BOROUGH COUNCIL,5000153508,"3,290.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,RUSHCLIFFE BC,5000153274,"3,000.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,RUSHMOOR BC,5000153509,"11,878.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,RUTLAND CC,5000153510,"215,918.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,RYEDALE DC,5000153275,"2,877.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,SALFORD CITY CNCL,5000153513,"2,984,504.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,SANDWELL MBC,5000153514,"3,054,293.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,SCARBOROUGH BC,5000153276,"7,779.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,SEDGEMOOR DC,5000153277,"8,135.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,SEFTON MBC,5000153515,"2,529,417.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,SELBY DC,5000153278,"8,066.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,SEVENOAKS DC,5000153279,"3,012.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,SHEFFIELD CITY CNCL,5000153518,"5,424,014.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,SHEPWAY DISTRICT COUNCIL,5000153280,"34,829.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,SHROPSHIRE UNITARY AUTHORITY,5000153592,"1,667,236.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,SLOUGH BOROUGH COUNCIL,5000153519,"924,971.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,SOLIHULL MBC,5000153520,"999,446.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,SOMERSET COUNTY CNCL,5000153521,"3,020,885.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,SOUTH BUCKS DC (HSG),5000153281,"2,901.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,SOUTH CAMBRIDGESHIRE DC,5000153282,"3,409.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,SOUTH DERBYSHIRE D C,5000153283,"3,309.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,SOUTH GLOUCESTERSHIRE DC (HSG),5000153284,"1,117,375.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,SOUTH HAMS DC,5000153285,"2,944.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,SOUTH HOLLAND,5000153286,"20,497.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,SOUTH KESTEVEN DC (HSG),5000153287,"8,177.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,SOUTH LAKELAND DC,5000153288,"3,342.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,SOUTH NORFOLK DC,5000153289,"3,017.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,SOUTH NORTHAMPTONSHIRE DC,5000153290,"2,956.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,SOUTH OXFORDSHIRE DC,5000153291,"3,044.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,SOUTH RIBBLE BC,5000153522,"2,995.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,SOUTH SOMERSET DC,5000153292,"7,886.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,SOUTH STAFFORDSHIRE DC,5000153293,"2,996.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,SOUTH TYNESIDE COUNCIL,5000153524,"1,969,070.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,SOUTH YORKS INTEGRATED TRANS AUTH,5000153584,"162,899.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,SOUTHAMPTON CITY CNCL,5000153525,"1,591,913.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,SOUTHEND ON SEA BC,5000153528,"1,037,201.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,SOUTHWARK LB,5000153529,"3,429,389.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,SPELTHORNE DC,5000153294,"2,960.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,ST ALBANS CITY COUNCIL,5000153530,"14,916.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,ST EDMUNDSBURY (HSG),5000153295,"2,986.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,ST HELENS MBC,5000153532,"2,251,555.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,STAFFORD BC,5000153533,"3,033.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,STAFFORDSHIRE COUNTY CNCL,5000153534,"3,633,614.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,STAFFORDSHIRE MOORLANDS DC,5000153296,"2,971.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,STEVENAGE BC,5000153535,"3,286.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,STOCKPORT MBC,5000153536,"1,516,417.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,STOCKTON-ON-TEES BC (HSG),5000153297,"1,473,008.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,STOKE ON TRENT CITY COUNCIL,5000153537,"2,382,620.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,STRATFORD ON AVON DC,5000153538,"3,017.00",Yes
Communities & Local Government,DCLG,15/02/2011,Area Based Grants,Localism,STROUD DC (HSG),5000153298,"3,354.00",Yes
