Department family,Entity,Date,Expense type,Expense area,Supplier,Post Code,Transaction number,Total
Ministry of Defence,Ministry of Defence,11/07/2011,Building maintenance and accommodation stores,Land Forces,CLEANING AND PAPER DISPOSABLES  PLC,HU5 1SG,817607,"2,079.77"
Ministry of Defence,Ministry of Defence,22/07/2011,Food and clothing,Land Forces,SODEXO LTD,M50 0AL,823209,"2,074.13"
Ministry of Defence,Ministry of Defence,28/07/2011,IT and communication services,Central TLB,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,825070,"2,073.30"
Ministry of Defence,Ministry of Defence,18/07/2011,Estate management,Defence Infrastructure Organisation ,ASPIRE DEFENCE LIMITED,SP9 7QD,820397,"2,070.80"
Ministry of Defence,British Defence Staff -United States,14/07/2011,Medical treatment & stores and welfare services,FJCA,MERITAIN HEALTH,,278458,"2,055.23"
Ministry of Defence,Ministry of Defence,06/07/2011,Purchase of inventory and services ,Navy Command,CANON (UK) LIMITED,RH2 8BF,815525,"2,054.68"
Ministry of Defence,Ministry of Defence,27/07/2011,Purchase of inventory and services ,Air Command,C F ANDERSON & SON LIMITED,C06 1HD,824504,"2,043.60"
Ministry of Defence,Ministry of Defence,19/07/2011,Estate management,Defence Equipment & Support,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,821094,"2,040.43"
Ministry of Defence,Ministry of Defence,05/07/2011,International contributions,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,"2,039.51"
Ministry of Defence,Ministry of Defence,28/07/2011,Externally delivered education and training,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,"2,027.53"
Ministry of Defence,Ministry of Defence,25/07/2011,Externally delivered education and training,Defence Infrastructure Organisation ,AWE PLC,RG7 4PR,823352,"2,024.55"
Ministry of Defence,Ministry of Defence,29/07/2011,Externally delivered education and training,Air Command,ATKINS LIMITED,WR5 1TX,825565,"2,020.00"
Ministry of Defence,Ministry of Defence,05/07/2011,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,CV2 2TX,814348,"2,015.72"
Ministry of Defence,Ministry of Defence,15/07/2011,Fuel for military use,Defence Equipment & Support,GB OILS LIMITED,FK5 4RB,819964,"2,015.40"
Ministry of Defence,Ministry of Defence,15/07/2011,Purchase of inventory and services ,Defence Infrastructure Organisation ,XMA LTD,NG11 7EP,820348,"2,007.83"
Ministry of Defence,Ministry of Defence,06/07/2011,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,CV2 2TX,815422,"2,004.41"
Ministry of Defence,Ministry of Defence,07/07/2011,Estate management,Defence Equipment & Support,SODEXO LTD,M50 0AL,816628,"2,004.33"
Ministry of Defence,Ministry of Defence,05/07/2011,"Transporation of personnel, freight and travel expenses",Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,"2,000.51"
Ministry of Defence,Ministry of Defence,21/07/2011,Design services and minor equipment purchases,Central TLB,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,822226,"1,995.34"
Ministry of Defence,Ministry of Defence,27/07/2011,Design services and minor equipment purchases,Defence Equipment & Support,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,824466,"1,989.65"
Ministry of Defence,Ministry of Defence,08/07/2011,Purchase of inventory and services ,Air Command,BOC LIMITED,M28 2UT,816847,"1,986.19"
Ministry of Defence,Ministry of Defence,05/07/2011,"Administration, claims, compensation and awards",Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,"1,985.70"
Ministry of Defence,Ministry of Defence,11/07/2011,Design services and minor equipment purchases,Central TLB,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,817521,"1,983.08"
Ministry of Defence,Ministry of Defence,08/07/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,817413,"1,970.04"
Ministry of Defence,Ministry of Defence,05/07/2011,IT and communication services,Defence Equipment & Support,RACKSPACE LIMITED,UB11 1ET,815163,"1,964.00"
Ministry of Defence,Ministry of Defence,21/07/2011,Purchase of inventory and services ,Central TLB,XMA LTD,NG11 7EP,822710,"1,961.08"
Ministry of Defence,Ministry of Defence,28/07/2011,Design services and minor equipment purchases,Central TLB,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,824982,"1,959.73"
Ministry of Defence,Ministry of Defence,18/07/2011,Purchase of inventory and services ,Central TLB,XMA LTD,NG11 7EP,820953,"1,940.00"
Ministry of Defence,Ministry of Defence,13/07/2011,Design services and minor equipment purchases,Air Command,SSI SCHAEFER LTD,SP10 5QZ,819132,"1,916.08"
Ministry of Defence,Ministry of Defence,11/07/2011,Design services and minor equipment purchases,Defence Equipment & Support,DEFENCE SUPPORT GROUP  (DSG),SP11 8HT,817633,"1,912.26"
Ministry of Defence,Ministry of Defence,26/07/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,TURNER FACILITIES MANAGEMENT LTD,G51 3EQ,824385,"1,901.64"
Ministry of Defence,Ministry of Defence,13/07/2011,Purchase of inventory and services ,Central TLB,CORPORATE DOCUMENT SERVICES  LIMITED,LS2 7LY,818737,"1,901.61"
Ministry of Defence,Ministry of Defence,11/07/2011,Administration,Defence Equipment & Support,CANON (UK) LIMITED,RH2 8BF,817579,"1,896.20"
Ministry of Defence,Ministry of Defence,18/07/2011,Purchase of inventory and services ,Navy Command,XMA LTD,NG11 7EP,820953,"1,890.30"
Ministry of Defence,Ministry of Defence,20/07/2011,Estate management,Air Command,SODEXO LTD,M50 0AL,822059,"1,886.42"
Ministry of Defence,Ministry of Defence,04/07/2011,Estate management,Central TLB,SODEXO LTD,M50 0AL,814263,"1,884.75"
Ministry of Defence,Ministry of Defence,21/07/2011,Estate management,Land Forces,ASPIRE DEFENCE LIMITED,SP9 7QD,822214,"1,882.26"
Ministry of Defence,Ministry of Defence,13/07/2011,"Transporation of personnel, freight and travel expenses",Land Forces,CITYSPRINT (UK) LIMITED,RH1 1SH,818726,"1,881.48"
Ministry of Defence,Ministry of Defence,21/07/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,BEZIRKSREGIERUNG DUESSELDORF,,5000059828,"1,874.07"
Ministry of Defence,Ministry of Defence,22/07/2011,"Purchase of munitions, other inventory or fuel",Defence Equipment & Support,ROLLS-ROYCE POWER ENGINEERING PLC,KY11 9JT,823178,"1,869.19"
Ministry of Defence,Ministry of Defence,29/07/2011,Purchase of inventory and services ,Central TLB,CORPORATE DOCUMENT SERVICES  LIMITED,LS2 7LY,825662,"1,868.62"
Ministry of Defence,Ministry of Defence,26/07/2011,Medical treatment & stores and welfare services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,824008,"1,866.78"
Ministry of Defence,Ministry of Defence,18/07/2011,Purchase of inventory and services ,Command Joint Operations,AAH PHARMACEUTICALS LTD,CV2 2TX,820359,"1,864.08"
Ministry of Defence,Ministry of Defence,07/07/2011,Purchase of inventory and services ,Central TLB,LYRECO UK LTD,TF2 7NB,816409,"1,860.41"
Ministry of Defence,Ministry of Defence,12/07/2011,Estate management,Central TLB,SODEXO LTD,M50 0AL,818512,"1,856.16"
Ministry of Defence,Ministry of Defence,06/07/2011,Estate management,Defence Infrastructure Organisation ,CANON (UK) LIMITED,RH2 8BF,815525,"1,845.24"
Ministry of Defence,Ministry of Defence,26/07/2011,Design services and minor equipment purchases,Defence Equipment & Support,NORTHROP GRUMMAN SPERRY  MARINE BV,KT3 4NR,824259,"1,842.40"
Ministry of Defence,Ministry of Defence,04/07/2011,IT and communication services,Land Forces,LOGICA UK LIMITED,CF31 9AP,814052,"1,842.19"
Ministry of Defence,Ministry of Defence,06/07/2011,IT and communication services,Central TLB,DEFENCE MANAGEMENT (WATCHFIELD) LIMITED,SN6 8TS,815569,"1,838.92"
Ministry of Defence,Ministry of Defence,29/07/2011,Purchase of inventory and services ,Defence Equipment & Support,UNIPART GROUP LIMITED,B37 7YE,826095,"1,828.62"
Ministry of Defence,Ministry of Defence,28/07/2011,Purchase of inventory and services ,Air Command,XMA LTD,NG11 7EP,825520,"1,827.82"
Ministry of Defence,Ministry of Defence,14/07/2011,Payment of utilities,Command Joint Operations,SGS UNITED KINGDOM LIMITED,CH65 3EN,819649,"1,824.70"
Ministry of Defence,Ministry of Defence,08/07/2011,Design services and minor equipment purchases,Defence Equipment & Support,AMETEK AIRTECHNOLOGY GROUP LIMITED,TW16 7EF,816784,"1,823.25"
Ministry of Defence,Ministry of Defence,14/07/2011,Fees for professional services,Central TLB,CRIMINAL RECORDS BUREAU,L69 3JA,819324,"1,804.00"
Ministry of Defence,Ministry of Defence,06/07/2011,"Administration, claims, compensation and awards",Land Forces,CANON (UK) LIMITED,RH2 8BF,815525,"1,803.66"
Ministry of Defence,Ministry of Defence,08/07/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,CV2 2TX,816757,"1,803.23"
Ministry of Defence,Ministry of Defence,06/07/2011,Payment of utilities,Land Forces,TOTAL GAS & POWER LIMITED,RH1 1RX,816001,"1,796.94"
Ministry of Defence,Ministry of Defence,19/07/2011,Estate management,Air Command,COMPASS CONTRACT SERVICES (U K)LIMITED,B45 9PZ,821094,"1,794.81"
Ministry of Defence,Ministry of Defence,27/07/2011,Food and clothing,Air Command,KERRY FOODS LIMITED,,32970,"1,793.40"
Ministry of Defence,Ministry of Defence,28/07/2011,"Transporation of personnel, freight and travel expenses",Central TLB,DHL GLOBAL FORWARDING (UK)  LIMITED,TW18 4BP,825077,"1,787.74"
Ministry of Defence,Ministry of Defence,27/07/2011,Purchase of buildings and military equipment ,Defence Infrastructure Organisation ,BEZIRKSREGIERUNG DUESSELDORF,,5000060156,"1,781.69"
Ministry of Defence,Ministry of Defence,19/07/2011,Food and clothing,Defence Equipment & Support,ARAMARK LTD,LS16 6QY,820989,"1,772.86"
Ministry of Defence,Ministry of Defence,20/07/2011,Estate management,Land Forces,ASPIRE DEFENCE LIMITED,SP9 7QD,821537,"1,760.00"
Ministry of Defence,Ministry of Defence,13/07/2011,Food and clothing,Defence Equipment & Support,COMPASS SERVICES (U.K.) LIMITED,B45 9PZ,818733,"1,756.70"
Ministry of Defence,Ministry of Defence,05/07/2011,Fees for professional services,Central TLB,POLICE SERVICE OF NORTHERN  IRELAND,BT1 2RU,32799,"1,750.50"
Ministry of Defence,Ministry of Defence,08/07/2011,Estate management,Land Forces,SODEXO LTD,M50 0AL,817326,"1,749.33"
Ministry of Defence,Ministry of Defence,12/07/2011,Design services and minor equipment purchases,Defence Equipment & Support,STS DEFENCE LIMITED,B64 5QB,818530,"1,748.06"
Ministry of Defence,Ministry of Defence,04/07/2011,Purchase of inventory and services ,Defence Equipment & Support,LYRECO UK LTD,TF2 7NB,814055,"1,741.50"
Ministry of Defence,Ministry of Defence,04/07/2011,Purchase of inventory and services ,Navy Command,LYRECO UK LTD,TF2 7NB,814055,"1,734.75"
Ministry of Defence,Ministry of Defence,05/07/2011,Medical treatment & stores and welfare services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,814523,"1,734.16"
Ministry of Defence,Ministry of Defence,22/07/2011,Building maintenance and accommodation stores,Air Command,CLEANING AND PAPER DISPOSABLES  PLC,HU5 1SG,822862,"1,730.16"
Ministry of Defence,Ministry of Defence,13/07/2011,Administration,Defence Infrastructure Organisation ,VEOLIA ES (UK) LIMITED,WS8 7BB,819173,"1,728.00"
Ministry of Defence,Ministry of Defence,07/07/2011,Purchase of inventory and services ,Defence Infrastructure Organisation ,CANON (UK) LIMITED,RH2 8BF,816171,"1,727.59"
Ministry of Defence,Ministry of Defence,21/07/2011,Official entertainment and hospitality,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,"1,723.99"
Ministry of Defence,Ministry of Defence,06/07/2011,Design services and minor equipment purchases,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,"1,698.63"
Ministry of Defence,Ministry of Defence,05/07/2011,Purchase of inventory and services ,Defence Equipment & Support,CANON (UK) LIMITED,RH2 8BF,814510,"1,698.13"
Ministry of Defence,Ministry of Defence,12/07/2011,"Transporation of personnel, freight and travel expenses",Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,"1,697.03"
Ministry of Defence,Ministry of Defence,14/07/2011,Service and civilian recruitment,Central TLB,MINERVA EDUCATION AND TRAINING  LIMITED,RG10 9JU,819490,"1,689.31"
Ministry of Defence,Ministry of Defence,20/07/2011,Rental of plant and machinery,Central TLB,CANON (UK) LIMITED,RH2 8BF,821602,"1,689.24"
Ministry of Defence,Ministry of Defence,21/07/2011,IT and communication services,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,"1,679.49"
Ministry of Defence,Ministry of Defence,06/07/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,CV2 2TX,815422,"1,672.04"
Ministry of Defence,Ministry of Defence,18/07/2011,IT and communication services,Defence Infrastructure Organisation ,ASPIRE DEFENCE LIMITED,SP9 7QD,820397,"1,668.37"
Ministry of Defence,Ministry of Defence,08/07/2011,Externally delivered education and training,Air Command,CABLE TELECOMMUNICATIONS TRAINING SERVICES LIMITED,LN6 3QX,816873,"1,666.67"
Ministry of Defence,Ministry of Defence,04/07/2011,Estate management,Command Joint Operations,SERCO LIMITED,RG27 9UY,814260,"1,650.70"
Ministry of Defence,Ministry of Defence,06/07/2011,Purchase of inventory and services ,Command Joint Operations,NHS BUSINESS SERVICES AUTHORITY,ME16 0LW,2E+11,"1,649.12"
Ministry of Defence,Ministry of Defence,11/07/2011,Food and clothing,Defence Equipment & Support,AVENANCE PLC,SK11 6ET,817509,"1,636.48"
Ministry of Defence,Ministry of Defence,05/07/2011,Design services and minor equipment purchases,Central TLB,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,814430,"1,634.43"
Ministry of Defence,Ministry of Defence,05/07/2011,Design services and minor equipment purchases,Command Joint Operations,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,814430,"1,630.16"
Ministry of Defence,Ministry of Defence,28/07/2011,Purchase of inventory and services ,Central TLB,AAH PHARMACEUTICALS LTD,CV2 2TX,824942,"1,618.74"
Ministry of Defence,Ministry of Defence,08/07/2011,Purchase of inventory and services ,Defence Equipment & Support,CANON (UK) LIMITED,RH2 8BF,816879,"1,604.20"
Ministry of Defence,Ministry of Defence,05/07/2011,Transport hire charges,Navy Command,BABCOCK LAND (WHITEFLEET MANAGEMENT) LIMITED,BH23 6BS,814430,"1,601.25"
Ministry of Defence,Ministry of Defence,15/07/2011,Estate management,Central TLB,CAPITA SYMONDS LTD,DL1 9HN,819839,"1,594.00"
Ministry of Defence,Ministry of Defence,22/07/2011,Estate management,Land Forces,AVENANCE PLC,SK11 6ET,822767,"1,589.28"
Ministry of Defence,Ministry of Defence,14/07/2011,Fuel for military use,Air Command,QINETIQ LIMITED,PO12 2AG,819595,"1,587.54"
Ministry of Defence,Ministry of Defence,19/07/2011,Externally delivered education and training,Land Forces,RANDSTAD DEUTSCHLAND GMBH,,5000059655,"1,576.25"
Ministry of Defence,Ministry of Defence,22/07/2011,Food and clothing,Defence Equipment & Support,ARAMARK LTD,LS16 6QY,822757,"1,575.60"
Ministry of Defence,Ministry of Defence,12/07/2011,Estate management,Air Command,AVENANCE PLC,SK11 6ET,818131,"1,574.12"
Ministry of Defence,Ministry of Defence,06/07/2011,Official entertainment and hospitality,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,"1,572.96"
Ministry of Defence,Ministry of Defence,06/07/2011,General services and support,Navy Command,DEFENCE SCIENCE & TECHNOLOGY LABORATORY,PO14 9HL,815570,"1,555.17"
Ministry of Defence,Ministry of Defence,19/07/2011,General services and support,Air Command,CANON (UK) LIMITED,RH2 8BF,821056,"1,535.93"
Ministry of Defence,Ministry of Defence,22/07/2011,Payment of utilities,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,"1,535.35"
Ministry of Defence,Ministry of Defence,11/07/2011,Design services and minor equipment purchases,Defence Equipment & Support,TELEVISION INSTALLATION SERVICES (MANSFIELD) LIMITED,NG18 5BU,818024,"1,530.55"
Ministry of Defence,Ministry of Defence,07/07/2011,Administration,Land Forces,CANON (UK) LIMITED,RH2 8BF,816171,"1,530.45"
Ministry of Defence,Ministry of Defence,26/07/2011,Purchase of inventory and services ,Defence Infrastructure Organisation ,XMA LTD,NG11 7EP,824411,"1,522.00"
Ministry of Defence,Ministry of Defence,19/07/2011,Medical treatment & stores and welfare services,Land Forces,CASTLEROCK RECRUITMENT GROUP LIMITED,WA9 1UA,821067,"1,521.72"
Ministry of Defence,Ministry of Defence,21/07/2011,Fuel for military use,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,"1,514.26"
Ministry of Defence,Ministry of Defence,14/07/2011,Payment of utilities,Land Forces,SGS UNITED KINGDOM LIMITED,CH65 3EN,819649,"1,505.89"
Ministry of Defence,Ministry of Defence,14/07/2011,Payment of utilities,Navy Command,SGS UNITED KINGDOM LIMITED,CH65 3EN,819649,"1,505.89"
Ministry of Defence,Ministry of Defence,19/07/2011,"Transporation of personnel, freight and travel expenses",Defence Infrastructure Organisation ,RAIL SETTLEMENT PLAN LIMITED,SG1 2YN,821388,"1,505.00"
Ministry of Defence,Ministry of Defence,19/07/2011,Medical treatment & stores and welfare services,Air Command,HONEYBEERECRUITMENT.COM LTD,TW12 1PD,821178,"1,503.00"
Ministry of Defence,Ministry of Defence,15/07/2011,Purchase of inventory and services ,Central TLB,XMA LTD,NG11 7EP,820348,"1,499.33"
Ministry of Defence,Ministry of Defence,06/07/2011,Official entertainment and hospitality,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,"1,487.77"
Ministry of Defence,Ministry of Defence,04/07/2011,Purchase of inventory and services ,Navy Command,AAH PHARMACEUTICALS LTD,CV2 2TX,813756,"1,482.77"
Ministry of Defence,Ministry of Defence,07/07/2011,"Transporation of personnel, freight and travel expenses",Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,"1,479.42"
Ministry of Defence,Ministry of Defence,13/07/2011,Official entertainment and hospitality,Central TLB,FOREIGN & COMMONWEALTH OFFICE,MK19 7BH,2E+11,"1,478.46"
Ministry of Defence,Ministry of Defence,05/07/2011,IT and communication services,Defence Equipment & Support,SOFTWARE BOX LTD,YO61 1ET,815238,"1,464.00"
