Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number, Net Total 
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Telephone Helpline Services,Market and Frameworks Group - Consumer and Competition Policy,OFFICE OF FAIR TRADING,1019078,41000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Grant in Aid - Current -Other,Knowledge and Innovation Group - Innovation,DESIGN COUNCIL,1019094,550000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Additions - Enterprise Equity Investments,Business & Skills Group - Enterprise Directorate,BERR EQUITY INVESTMENT PROGRAMMES (CAPITAL),1019082,166666.67
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,BRISTOL CITY COUNCIL,1018923,20916
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,BRISTOL CITY COUNCIL,1018923,20916
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,BRISTOL CITY COUNCIL,1018923,20916
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Grants - Non Statutory - Current - Other,Market and Frameworks Group - Consumer and Competition Policy,BRISTOL CITY COUNCIL,1018923,6923.77
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Electricity (Programme),Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1019034,50.48
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Electricity (Programme),Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1019034,478.09
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Electricity (Programme),Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1019036,883.55
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Electricity (Programme),Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1019036,8423.44
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Electricity (Programme),Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1019039,40.38
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Electricity (Programme),Finance & Commercial Group - Information and Workplace Strategies,EDF ENERGY plc,1019039,383.22
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Electricity (Programme),Finance & Commercial Group - Information and Workplace Strategies,INTERNATIONAL AIR TRANSPORT ASSOCIATION (IATA),1019041,911.06
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Media and Design Services,"Legal, People & Communications Group - Communications Directorate",PROMOTIONAL LOGISTICS LTD,1019013,168
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Outsourced Technical Support (Programme),Business & Skills Group - Enterprise Directorate,ENVIRONMENTAL RESOURCES MANAGEMENT LTD,1019052,7430.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Outsourced Technical Support (Programme),Business & Skills Group - Enterprise Directorate,ENVIRONMENTAL RESOURCES MANAGEMENT LTD,1019053,3562.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Outsourced Technical Support (Programme),Business & Skills Group - Enterprise Directorate,SERCO LTD,1019054,30000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Interest on Post Office Working Captial Loans,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1019093,-1768.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Additions Post Office Ltd - Loans from Vote,Shareholder Executive - Shareholder Executive,POST OFFICE LTD C/O ROYAL MAIL,1019093,15000000
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Rail Fares,Business & Skills Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld.",10275647,21.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Taxis,Business & Skills Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld.",10275647,5.5
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Rail Fares Overseas,Business & Skills Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld.",10275647,26.88
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Taxis Overseas,Business & Skills Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld.",10275647,12.6
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Hotels Overseas,Business & Skills Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld.",10275647,114.26
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Other Overseas Travel & Subsistence,Business & Skills Group - Advanced Manufacturing Industries,"Personal Expense, Name Witheld.",10275647,52.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Enterprise Directorate,ADECCO UK LTD,1018095,50.06
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Business & Skills Group - Enterprise Directorate,ADECCO UK LTD,1018095,907.35
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Technical Advice / Services & Support,Business & Skills Group - Information Economy,THE BIT COMMONS LTD,1018124,24700
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Mobile Phones,Business & Skills Group - Information Economy,VODAFONE LTD,1019024,22.85
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Mobile Phones,Business & Skills Group - Information Economy,VODAFONE LTD,1019024,6.97
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Economic Consultancy & Research,Business & Skills Group - Life Sciences,PROMOTIONAL LOGISTICS LTD,1018938,3662.4
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Other Training Costs,Chief Economic Advisor &BRE Group - Better Regulation Executive (BRE),MDP,1018864,695
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Mobile Call Charges,Finance & Commercial Group - Finance Group,VODAFONE LTD,1019044,28.72
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Mobile Call Charges,Finance & Commercial Group - Finance Group,VODAFONE LTD,1019044,6.97
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Hire of Agency Staff (Clerical/Secretariat/Other),Finance & Commercial Group - Information and Workplace Strategies,BROOK STREET (UK) LTD,1019048,823.39
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Professional Subscriptions,Finance & Commercial Group - Information and Workplace Strategies,"Personal Expense, Name Witheld.",10275655,189
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Rail Fares,Knowledge and Innovation Group - Higher Education Admin,"Personal Expense, Name Witheld.",10275648,31.85
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Mileage Allowances,Knowledge and Innovation Group - Higher Education Admin,"Personal Expense, Name Witheld.",10275648,11.2
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Other UK Travel & Subsistence,Knowledge and Innovation Group - Higher Education Admin,"Personal Expense, Name Witheld.",10275648,12.7
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Catering Services,Knowledge and Innovation Group - Research Base,SPOILT FOR CHOICE LTD,1018981,139.3
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Coaching,Knowledge and Innovation Group - Research Base,NATIONAL SCHOOL OF GOVERNMENT,1019129,980
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1019045,417.41
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/02/2011,Hire of Agency Staff (Clerical/Secretariat/Other),"Legal, People & Communications Group - HRCM - Human Resources and Change Management Directorate",BROOK STREET (UK) LTD,1019050,423.13
